Tipo_Local,Local,Ano,Sexo,Faixa_Etaria,Taxa_Especifica,Taxa_Modificada,Taxa_Bruta,Taxa_Padronizada,Taxa_Padronizada_Por_Sexo,Taxa_Bruta_Por_Sexo,Taxa_Padronizada_Por_Faixa_Etaria,Taxa_Bruta_Por_Faixa_Etaria
UF,AC,2017,Feminino,De 70 ou mais,0.0,0.0,7.473,7.857,4.09747199849656,3.975,6.70975416580621,7.527
UF,AC,2017,Masculino,De 0 a 14 anos,0.744,0.094,7.473,7.857,11.75593276295394,10.961,0.3792875839730359,0.38
UF,AC,2017,Masculino,De 15 a 19 anos,4.319,0.194,7.473,7.857,11.75593276295394,10.961,7.697084852447682,7.671
UF,AC,2017,Masculino,De 20 a 24 anos,17.183,0.773,7.473,7.857,11.75593276295394,10.961,8.599094651916202,8.613
UF,AC,2017,Masculino,De 25 a 49 anos,22.428,4.082,7.473,7.857,11.75593276295394,10.961,14.355538996029171,14.453
UF,AC,2017,Masculino,De 50 a 69 anos,4.189,0.306,7.473,7.857,11.75593276295394,10.961,4.135511028346739,4.138
UF,AC,2017,Masculino,De 70 ou mais,15.935,0.319,7.473,7.857,11.75593276295394,10.961,6.70975416580621,7.527
UF,AC,2018,Feminino,De 0 a 14 anos,1.565,0.189,6.672,6.666,3.832805868927119,3.915,1.1495169611048062,1.149
UF,AC,2018,Feminino,De 15 a 19 anos,6.616,0.291,6.672,6.666,3.832805868927119,3.915,10.820665011990478,10.854
UF,AC,2018,Feminino,De 20 a 24 anos,7.224,0.325,6.672,6.666,3.832805868927119,3.915,16.7113791777354,16.759
UF,AC,2018,Feminino,De 25 a 49 anos,5.203,0.989,6.672,6.666,3.832805868927119,3.915,8.509769206624004,8.55
UF,AC,2018,Feminino,De 50 a 69 anos,1.957,0.16,6.672,6.666,3.832805868927119,3.915,4.827418762097022,4.964
UF,AC,2018,Feminino,De 70 ou mais,0.0,0.0,6.672,6.666,3.832805868927119,3.915,0.0,0.0
UF,AC,2018,Masculino,De 0 a 14 anos,0.75,0.094,6.672,6.666,9.58764526283406,9.424,1.1495169611048062,1.149
UF,AC,2018,Masculino,De 15 a 19 anos,14.963,0.673,6.672,6.666,9.58764526283406,9.424,10.820665011990478,10.854
UF,AC,2018,Masculino,De 20 a 24 anos,26.182,1.178,6.672,6.666,9.58764526283406,9.424,16.7113791777354,16.759
UF,AC,2018,Masculino,De 25 a 49 anos,11.974,2.179,6.672,6.666,9.58764526283406,9.424,8.509769206624004,8.55
UF,AC,2018,Masculino,De 50 a 69 anos,8.059,0.588,6.672,6.666,9.58764526283406,9.424,4.827418762097022,4.964
UF,AC,2018,Masculino,De 70 ou mais,0.0,0.0,6.672,6.666,9.58764526283406,9.424,0.0,0.0
UF,AC,2019,Feminino,De 0 a 14 anos,0.788,0.095,8.05,8.296,2.880113510651425,2.95,1.1560720908985644,1.157
UF,AC,2019,Feminino,De 15 a 19 anos,4.403,0.194,8.05,8.296,2.880113510651425,2.95,9.704796963124451,9.749
UF,AC,2019,Feminino,De 20 a 24 anos,4.711,0.212,8.05,8.296,2.880113510651425,2.95,12.777624378411062,12.841
UF,AC,2019,Feminino,De 25 a 49 anos,5.089,0.967,8.05,8.296,2.880113510651425,2.95,11.505724354723496,11.582
UF,AC,2019,Feminino,De 50 a 69 anos,0.0,0.0,8.05,8.296,2.880113510651425,2.95,9.11741338036127,9.53
UF,AC,2019,Feminino,De 70 ou mais,0.0,0.0,8.05,8.296,2.880113510651425,2.95,6.243629417670189,6.934
UF,AC,2019,Masculino,De 0 a 14 anos,1.51,0.19,8.05,8.296,13.903789415309296,13.145,1.1560720908985644,1.157
UF,AC,2019,Masculino,De 15 a 19 anos,14.928,0.672,8.05,8.296,13.903789415309296,13.145,9.704796963124451,9.749
UF,AC,2019,Masculino,De 20 a 24 anos,20.83,0.937,8.05,8.296,13.903789415309296,13.145,12.777624378411062,12.841
UF,AC,2019,Masculino,De 25 a 49 anos,18.228,3.317,8.05,8.296,13.903789415309296,13.145,11.505724354723496,11.582
UF,AC,2019,Masculino,De 50 a 69 anos,19.382,1.415,8.05,8.296,13.903789415309296,13.145,9.11741338036127,9.53
UF,AC,2019,Masculino,De 70 ou mais,14.828,0.297,8.05,8.296,13.903789415309296,13.145,6.243629417670189,6.934
UF,AC,2020,Feminino,De 0 a 14 anos,0.794,0.096,7.938,8.183,4.3694267424588045,4.473,0.3892226590395289,0.389
UF,AC,2020,Feminino,De 15 a 19 anos,13.176,0.58,7.938,8.183,4.3694267424588045,4.473,16.180771390502358,16.206
UF,AC,2020,Feminino,De 20 a 24 anos,2.312,0.104,7.938,8.183,4.3694267424588045,4.473,6.813976109447602,6.859
UF,AC,2020,Feminino,De 25 a 49 anos,6.843,1.3,7.938,8.183,4.3694267424588045,4.473,10.65230435853895,10.698
UF,AC,2020,Feminino,De 50 a 69 anos,1.799,0.148,7.938,8.183,4.3694267424588045,4.473,11.488427345407151,11.907
UF,AC,2020,Feminino,De 70 ou mais,0.0,0.0,7.938,8.183,4.3694267424588045,4.473,6.0069879466201055,6.64
UF,AC,2020,Masculino,De 0 a 14 anos,0.0,0.0,7.938,8.183,12.121639707857131,11.401,0.3892226590395289,0.389
UF,AC,2020,Masculino,De 15 a 19 anos,19.141,0.861,7.938,8.183,12.121639707857131,11.401,16.180771390502358,16.206
UF,AC,2020,Masculino,De 20 a 24 anos,11.308,0.509,7.938,8.183,12.121639707857131,11.401,6.813976109447602,6.859
UF,AC,2020,Masculino,De 25 a 49 anos,14.643,2.665,7.938,8.183,12.121639707857131,11.401,10.65230435853895,10.698
UF,AC,2020,Masculino,De 50 a 69 anos,22.397,1.635,7.938,8.183,12.121639707857131,11.401,11.488427345407151,11.907
UF,AC,2020,Masculino,De 70 ou mais,14.266,0.285,7.938,8.183,12.121639707857131,11.401,6.0069879466201055,6.64
UF,AC,2021,Feminino,De 0 a 14 anos,0.801,0.097,7.719,7.809,3.472201866985591,3.528,0.7836669652485442,0.784
UF,AC,2021,Feminino,De 15 a 19 anos,2.197,0.097,7.719,7.809,3.472201866985591,3.528,6.450527178776519,6.486
UF,AC,2021,Feminino,De 20 a 24 anos,11.358,0.511,7.719,7.809,3.472201866985591,3.528,17.865747590846667,17.943
UF,AC,2021,Feminino,De 25 a 49 anos,4.867,0.925,7.719,7.809,3.472201866985591,3.528,11.000468389601366,11.076
UF,AC,2021,Feminino,De 50 a 69 anos,1.727,0.142,7.719,7.809,3.472201866985591,3.528,6.836081969048795,7.049
UF,AC,2021,Feminino,De 70 ou mais,0.0,0.0,7.719,7.809,3.472201866985591,3.528,5.772872896969133,6.35
UF,AC,2021,Masculino,De 0 a 14 anos,0.767,0.097,7.719,7.809,12.294023058764989,11.911,0.7836669652485442,0.784
UF,AC,2021,Masculino,De 15 a 19 anos,10.641,0.479,7.719,7.809,12.294023058764989,11.911,6.450527178776519,6.486
UF,AC,2021,Masculino,De 20 a 24 anos,24.362,1.096,7.719,7.809,12.294023058764989,11.911,17.865747590846667,17.943
UF,AC,2021,Masculino,De 25 a 49 anos,17.426,3.172,7.719,7.809,12.294023058764989,11.911,11.000468389601366,11.076
UF,AC,2021,Masculino,De 50 a 69 anos,12.588,0.919,7.719,7.809,12.294023058764989,11.911,6.836081969048795,7.049
UF,AC,2021,Masculino,De 70 ou mais,13.71,0.274,7.719,7.809,12.294023058764989,11.911,5.772872896969133,6.35
UF,AL,2000,Feminino,De 0 a 14 anos,0.0,0.0,2.458,3.045,1.4477315893730138,1.289,0.1957613336635024,0.194
UF,AL,2000,Feminino,De 15 a 19 anos,2.388,0.105,2.458,3.045,1.4477315893730138,1.289,1.4873241833666015,1.496
UF,AL,2000,Feminino,De 20 a 24 anos,3.481,0.157,2.458,3.045,1.4477315893730138,1.289,3.183237018105678,3.189
UF,AL,2000,Feminino,De 25 a 49 anos,1.117,0.212,2.458,3.045,1.4477315893730138,1.289,4.500443666148441,4.43
UF,AL,2000,Feminino,De 50 a 69 anos,2.562,0.21,2.458,3.045,1.4477315893730138,1.289,5.150645435565373,5.128
UF,AL,2000,Feminino,De 70 ou mais,1.971,0.055,2.458,3.045,1.4477315893730138,1.289,2.1470073574714146,2.16
UF,AL,2000,Masculino,De 0 a 14 anos,0.384,0.048,2.458,3.045,4.698285264598003,3.677,0.1957613336635024,0.194
UF,AL,2000,Masculino,De 15 a 19 anos,0.6,0.027,2.458,3.045,4.698285264598003,3.677,1.4873241833666015,1.496
UF,AL,2000,Masculino,De 20 a 24 anos,2.886,0.13,2.458,3.045,4.698285264598003,3.677,3.183237018105678,3.189
UF,AL,2000,Masculino,De 25 a 49 anos,8.045,1.464,2.458,3.045,4.698285264598003,3.677,4.500443666148441,4.43
UF,AL,2000,Masculino,De 50 a 69 anos,8.065,0.589,2.458,3.045,4.698285264598003,3.677,5.150645435565373,5.128
UF,AL,2000,Masculino,De 70 ou mais,2.389,0.048,2.458,3.045,4.698285264598003,3.677,2.1470073574714146,2.16
UF,AL,2001,Feminino,De 0 a 14 anos,0.197,0.024,3.314,3.836,0.985112559147494,0.936,0.2933512814125051,0.293
UF,AL,2001,Feminino,De 15 a 19 anos,2.963,0.13,3.314,3.836,0.985112559147494,0.936,5.08220758421516,5.058
UF,AL,2001,Feminino,De 20 a 24 anos,0.683,0.031,3.314,3.836,0.985112559147494,0.936,5.6448822949280775,5.557
UF,AL,2001,Feminino,De 25 a 49 anos,0.869,0.165,3.314,3.836,0.985112559147494,0.936,4.50590891769738,4.426
UF,AL,2001,Feminino,De 50 a 69 anos,1.86,0.153,3.314,3.836,0.985112559147494,0.936,6.3194509774958645,6.283
UF,AL,2001,Feminino,De 70 ou mais,0.0,0.0,3.314,3.836,0.985112559147494,0.936,2.991704006780868,3.185
UF,AL,2001,Masculino,De 0 a 14 anos,0.386,0.049,3.314,3.836,6.7834280002229645,5.797,0.2933512814125051,0.293
UF,AL,2001,Masculino,De 15 a 19 anos,7.17,0.323,3.314,3.836,6.7834280002229645,5.797,5.08220758421516,5.058
UF,AL,2001,Masculino,De 20 a 24 anos,10.598,0.477,3.314,3.836,6.7834280002229645,5.797,5.6448822949280775,5.557
UF,AL,2001,Masculino,De 25 a 49 anos,8.316,1.514,3.314,3.836,6.7834280002229645,5.797,4.50590891769738,4.426
UF,AL,2001,Masculino,De 50 a 69 anos,11.34,0.828,3.314,3.836,6.7834280002229645,5.797,6.3194509774958645,6.283
UF,AL,2001,Masculino,De 70 ou mais,7.105,0.142,3.314,3.836,6.7834280002229645,5.797,2.991704006780868,3.185
UF,AL,2002,Feminino,De 0 a 14 anos,0.0,0.0,2.8,3.252,1.6302829155828105,1.385,0.0983904619714999,0.098
UF,AL,2002,Feminino,De 15 a 19 anos,1.776,0.078,2.8,3.252,1.6302829155828105,1.385,3.2952607734711017,3.275
UF,AL,2002,Feminino,De 20 a 24 anos,2.015,0.091,2.8,3.252,1.6302829155828105,1.385,6.219213127553282,6.146
UF,AL,2002,Feminino,De 25 a 49 anos,1.903,0.362,2.8,3.252,1.6302829155828105,1.385,3.573233449513232,3.536
UF,AL,2002,Feminino,De 50 a 69 anos,2.397,0.197,2.8,3.252,1.6302829155828105,1.385,5.138057051251941,5.115
UF,AL,2002,Feminino,De 70 ou mais,3.748,0.105,2.8,3.252,1.6302829155828105,1.385,5.128689294614281,5.206
UF,AL,2002,Masculino,De 0 a 14 anos,0.193,0.024,2.8,3.252,4.924911001956295,4.28,0.0983904619714999,0.098
UF,AL,2002,Masculino,De 15 a 19 anos,4.792,0.216,2.8,3.252,4.924911001956295,4.28,3.2952607734711017,3.275
UF,AL,2002,Masculino,De 20 a 24 anos,10.416,0.469,2.8,3.252,4.924911001956295,4.28,6.219213127553282,6.146
UF,AL,2002,Masculino,De 25 a 49 anos,5.323,0.969,2.8,3.252,4.924911001956295,4.28,3.573233449513232,3.536
UF,AL,2002,Masculino,De 50 a 69 anos,8.224,0.6,2.8,3.252,4.924911001956295,4.28,5.138057051251941,5.115
UF,AL,2002,Masculino,De 70 ou mais,7.027,0.141,2.8,3.252,4.924911001956295,4.28,5.128689294614281,5.206
UF,AL,2003,Feminino,De 0 a 14 anos,0.199,0.024,2.267,2.709,0.8679935946210071,0.847,0.1964510243012565,0.197
UF,AL,2003,Feminino,De 15 a 19 anos,2.378,0.105,2.267,2.709,0.8679935946210071,0.847,1.484376454861494,1.497
UF,AL,2003,Feminino,De 20 a 24 anos,1.324,0.06,2.267,2.709,0.8679935946210071,0.847,3.403336453396486,3.367
UF,AL,2003,Feminino,De 25 a 49 anos,0.823,0.156,2.267,2.709,0.8679935946210071,0.847,3.393792069660132,3.335
UF,AL,2003,Feminino,De 50 a 69 anos,0.579,0.047,2.267,2.709,0.8679935946210071,0.847,4.3615364251101525,4.327
UF,AL,2003,Feminino,De 70 ou mais,1.824,0.051,2.267,2.709,0.8679935946210071,0.847,5.9214344391252105,6.117
UF,AL,2003,Masculino,De 0 a 14 anos,0.194,0.024,2.267,2.709,4.621924189317865,3.756,0.1964510243012565,0.197
UF,AL,2003,Masculino,De 15 a 19 anos,0.604,0.027,2.267,2.709,4.621924189317865,3.756,1.484376454861494,1.497
UF,AL,2003,Masculino,De 20 a 24 anos,5.479,0.247,2.267,2.709,4.621924189317865,3.756,3.403336453396486,3.367
UF,AL,2003,Masculino,De 25 a 49 anos,6.087,1.108,2.267,2.709,4.621924189317865,3.756,3.393792069660132,3.335
UF,AL,2003,Masculino,De 50 a 69 anos,8.62,0.629,2.267,2.709,4.621924189317865,3.756,4.3615364251101525,4.327
UF,AL,2003,Masculino,De 70 ou mais,11.555,0.231,2.267,2.709,4.621924189317865,3.756,5.9214344391252105,6.117
UF,AL,2004,Feminino,De 0 a 14 anos,0.401,0.049,3.134,3.675,1.4137968979047897,1.352,0.1965721489607696,0.198
UF,AL,2004,Feminino,De 15 a 19 anos,3.002,0.132,3.134,3.675,1.4137968979047897,1.352,3.0271866839103296,3.027
UF,AL,2004,Feminino,De 20 a 24 anos,0.654,0.029,3.134,3.675,1.4137968979047897,1.352,3.3784061738364546,3.328
UF,AL,2004,Feminino,De 25 a 49 anos,2.204,0.419,3.134,3.675,1.4137968979047897,1.352,5.204071368526252,5.134
UF,AL,2004,Feminino,De 50 a 69 anos,1.119,0.092,3.134,3.675,1.4137968979047897,1.352,5.726158530969884,5.68
UF,AL,2004,Feminino,De 70 ou mais,0.0,0.0,3.134,3.675,1.4137968979047897,1.352,4.784621059683461,4.977
UF,AL,2004,Masculino,De 0 a 14 anos,0.0,0.0,3.134,3.675,6.022111418216786,5.005,0.1965721489607696,0.198
UF,AL,2004,Masculino,De 15 a 19 anos,3.052,0.137,3.134,3.675,6.022111418216786,5.005,3.0271866839103296,3.027
UF,AL,2004,Masculino,De 20 a 24 anos,6.098,0.274,3.134,3.675,6.022111418216786,5.005,3.3784061738364546,3.328
UF,AL,2004,Masculino,De 25 a 49 anos,8.347,1.519,3.134,3.675,6.022111418216786,5.005,5.204071368526252,5.134
UF,AL,2004,Masculino,De 50 a 69 anos,10.913,0.797,3.134,3.675,6.022111418216786,5.005,5.726158530969884,5.68
UF,AL,2004,Masculino,De 70 ou mais,11.363,0.227,3.134,3.675,6.022111418216786,5.005,4.784621059683461,4.977
UF,AL,2005,Feminino,De 0 a 14 anos,0.403,0.049,2.547,2.895,1.5136580945948142,1.465,0.2974724060720183,0.298
UF,AL,2005,Feminino,De 15 a 19 anos,4.266,0.188,2.547,2.895,1.5136580945948142,1.465,3.67663159649828,3.686
UF,AL,2005,Feminino,De 20 a 24 anos,1.293,0.058,2.547,2.895,1.5136580945948142,1.465,2.3279140278276618,2.306
UF,AL,2005,Feminino,De 25 a 49 anos,1.561,0.297,2.547,2.895,1.5136580945948142,1.465,3.8309546998062864,3.778
UF,AL,2005,Feminino,De 50 a 69 anos,1.623,0.133,2.547,2.895,1.5136580945948142,1.465,3.784986992887236,3.761
UF,AL,2005,Feminino,De 70 ou mais,1.717,0.048,2.547,2.895,1.5136580945948142,1.465,5.683902666837797,5.817
UF,AL,2005,Masculino,De 0 a 14 anos,0.196,0.025,2.547,2.895,4.326108824608535,3.686,0.2974724060720183,0.298
UF,AL,2005,Masculino,De 15 a 19 anos,3.096,0.139,2.547,2.895,4.326108824608535,3.686,3.67663159649828,3.686
UF,AL,2005,Masculino,De 20 a 24 anos,3.361,0.151,2.547,2.895,4.326108824608535,3.686,2.3279140278276618,2.306
UF,AL,2005,Masculino,De 25 a 49 anos,6.209,1.13,2.547,2.895,4.326108824608535,3.686,3.8309546998062864,3.778
UF,AL,2005,Masculino,De 50 a 69 anos,6.219,0.454,2.547,2.895,4.326108824608535,3.686,3.784986992887236,3.761
UF,AL,2005,Masculino,De 70 ou mais,11.138,0.223,2.547,2.895,4.326108824608535,3.686,5.683902666837797,5.817
UF,AL,2006,Feminino,De 0 a 14 anos,0.203,0.025,3.105,3.436,1.2303785304777604,1.197,0.5027595421722381,0.501
UF,AL,2006,Feminino,De 15 a 19 anos,3.717,0.164,3.105,3.436,1.2303785304777604,1.197,2.793152434169098,2.805
UF,AL,2006,Feminino,De 20 a 24 anos,1.283,0.058,3.105,3.436,1.2303785304777604,1.197,6.34146759829884,6.226
UF,AL,2006,Feminino,De 25 a 49 anos,1.332,0.253,3.105,3.436,1.2303785304777604,1.197,4.4556295740019385,4.38
UF,AL,2006,Feminino,De 50 a 69 anos,1.57,0.129,3.105,3.436,1.2303785304777604,1.197,4.800749927578227,4.761
UF,AL,2006,Feminino,De 70 ou mais,0.0,0.0,3.105,3.436,1.2303785304777604,1.197,1.8316555143556328,1.885
UF,AL,2006,Masculino,De 0 a 14 anos,0.791,0.1,3.105,3.436,5.716932499367523,5.116,0.5027595421722381,0.501
UF,AL,2006,Masculino,De 15 a 19 anos,1.883,0.085,3.105,3.436,5.716932499367523,5.116,2.793152434169098,2.805
UF,AL,2006,Masculino,De 20 a 24 anos,11.391,0.513,3.105,3.436,5.716932499367523,5.116,6.34146759829884,6.226
UF,AL,2006,Masculino,De 25 a 49 anos,7.728,1.406,3.105,3.436,5.716932499367523,5.116,4.4556295740019385,4.38
UF,AL,2006,Masculino,De 50 a 69 anos,8.438,0.616,3.105,3.436,5.716932499367523,5.116,4.800749927578227,4.761
UF,AL,2006,Masculino,De 70 ou mais,4.35,0.087,3.105,3.436,5.716932499367523,5.116,1.8316555143556328,1.885
UF,AL,2007,Feminino,De 0 a 14 anos,0.205,0.025,3.462,3.897,1.0857117520687347,1.061,0.4053494899212407,0.404
UF,AL,2007,Feminino,De 15 a 19 anos,1.255,0.055,3.462,3.897,1.0857117520687347,1.061,2.5354910100011736,2.52
UF,AL,2007,Feminino,De 20 a 24 anos,3.202,0.144,3.462,3.897,1.0857117520687347,1.061,4.29246308831551,4.265
UF,AL,2007,Feminino,De 25 a 49 anos,1.299,0.247,3.462,3.897,1.0857117520687347,1.061,6.0420722987346505,5.927
UF,AL,2007,Feminino,De 50 a 69 anos,1.012,0.083,3.462,3.897,1.0857117520687347,1.061,4.384342200175933,4.339
UF,AL,2007,Feminino,De 70 ou mais,0.0,0.0,3.462,3.897,1.0857117520687347,1.061,5.342960188887041,5.484
UF,AL,2007,Masculino,De 0 a 14 anos,0.598,0.075,3.462,3.897,6.8146656374484005,5.998,0.4053494899212407,0.404
UF,AL,2007,Masculino,De 15 a 19 anos,3.797,0.171,3.462,3.897,6.8146656374484005,5.998,2.5354910100011736,2.52
UF,AL,2007,Masculino,De 20 a 24 anos,5.381,0.242,3.462,3.897,6.8146656374484005,5.998,4.29246308831551,4.265
UF,AL,2007,Masculino,De 25 a 49 anos,11.011,2.004,3.462,3.897,6.8146656374484005,5.998,6.0420722987346505,5.927
UF,AL,2007,Masculino,De 50 a 69 anos,8.181,0.597,3.462,3.897,6.8146656374484005,5.998,4.384342200175933,4.339
UF,AL,2007,Masculino,De 70 ou mais,12.689,0.254,3.462,3.897,6.8146656374484005,5.998,5.342960188887041,5.484
UF,AL,2008,Feminino,De 0 a 14 anos,0.207,0.025,3.241,3.504,1.137144606127505,1.112,0.4093886704802355,0.408
UF,AL,2008,Feminino,De 15 a 19 anos,1.898,0.084,3.241,3.504,1.137144606127505,1.112,4.140118601697571,4.119
UF,AL,2008,Feminino,De 20 a 24 anos,2.573,0.116,3.241,3.504,1.137144606127505,1.112,5.363964958024599,5.286
UF,AL,2008,Feminino,De 25 a 49 anos,1.45,0.275,3.241,3.504,1.137144606127505,1.112,5.414118394648802,5.315
UF,AL,2008,Feminino,De 50 a 69 anos,0.978,0.08,3.241,3.504,1.137144606127505,1.112,2.9160736315699323,2.888
UF,AL,2008,Feminino,De 70 ou mais,0.0,0.0,3.241,3.504,1.137144606127505,1.112,1.725966885826147,1.766
UF,AL,2008,Masculino,De 0 a 14 anos,0.604,0.076,3.241,3.504,5.953211806133573,5.495,0.4093886704802355,0.408
UF,AL,2008,Masculino,De 15 a 19 anos,6.349,0.286,3.241,3.504,5.953211806133573,5.495,4.140118601697571,4.119
UF,AL,2008,Masculino,De 20 a 24 anos,8.15,0.367,3.241,3.504,5.953211806133573,5.495,5.363964958024599,5.286
UF,AL,2008,Masculino,De 25 a 49 anos,9.567,1.741,3.241,3.504,5.953211806133573,5.495,5.414118394648802,5.315
UF,AL,2008,Masculino,De 50 a 69 anos,5.098,0.372,3.241,3.504,5.953211806133573,5.495,2.9160736315699323,2.888
UF,AL,2008,Masculino,De 70 ou mais,4.099,0.082,3.241,3.504,5.953211806133573,5.495,1.725966885826147,1.766
UF,AL,2009,Feminino,De 0 a 14 anos,0.418,0.051,3.436,3.763,1.50212508287849,1.47,0.3089038400937773,0.309
UF,AL,2009,Feminino,De 15 a 19 anos,2.535,0.112,3.436,3.763,1.50212508287849,1.47,3.812972341610141,3.803
UF,AL,2009,Feminino,De 20 a 24 anos,3.251,0.146,3.436,3.763,1.50212508287849,1.47,6.104019764335347,6.02
UF,AL,2009,Feminino,De 25 a 49 anos,1.594,0.303,3.436,3.763,1.50212508287849,1.47,4.626303943867736,4.549
UF,AL,2009,Feminino,De 50 a 69 anos,1.891,0.155,3.436,3.763,1.50212508287849,1.47,5.39035187991474,5.333
UF,AL,2009,Feminino,De 70 ou mais,0.0,0.0,3.436,3.763,1.50212508287849,1.47,5.0073672130384335,5.107
UF,AL,2009,Masculino,De 0 a 14 anos,0.204,0.026,3.436,3.763,6.104158650230668,5.521,0.3089038400937773,0.309
UF,AL,2009,Masculino,De 15 a 19 anos,5.072,0.228,3.436,3.763,6.104158650230668,5.521,3.812972341610141,3.803
UF,AL,2009,Masculino,De 20 a 24 anos,8.952,0.403,3.436,3.763,6.104158650230668,5.521,6.104019764335347,6.02
UF,AL,2009,Masculino,De 25 a 49 anos,7.803,1.42,3.436,3.763,6.104158650230668,5.521,4.626303943867736,4.549
UF,AL,2009,Masculino,De 50 a 69 anos,9.33,0.681,3.436,3.763,6.104158650230668,5.521,5.39035187991474,5.333
UF,AL,2009,Masculino,De 70 ou mais,11.892,0.238,3.436,3.763,6.104158650230668,5.521,5.0073672130384335,5.107
UF,AL,2010,Feminino,De 0 a 14 anos,0.212,0.026,2.628,2.816,1.4037774141214825,1.336,0.1039234303732747,0.105
UF,AL,2010,Feminino,De 15 a 19 anos,2.52,0.111,2.628,2.816,1.4037774141214825,1.336,4.743984189282132,4.727
UF,AL,2010,Feminino,De 20 a 24 anos,0.661,0.03,2.628,2.816,1.4037774141214825,1.336,3.4849941291254805,3.401
UF,AL,2010,Feminino,De 25 a 49 anos,1.906,0.362,2.628,2.816,1.4037774141214825,1.336,3.869745234062194,3.818
UF,AL,2010,Feminino,De 50 a 69 anos,2.282,0.187,2.628,2.816,1.4037774141214825,1.336,3.207759443429521,3.191
UF,AL,2010,Feminino,De 70 ou mais,0.0,0.0,2.628,2.816,1.4037774141214825,1.336,2.4194695598821765,2.462
UF,AL,2010,Masculino,De 0 a 14 anos,0.0,0.0,2.628,2.816,4.274131762594491,4.002,0.1039234303732747,0.105
UF,AL,2010,Masculino,De 15 a 19 anos,6.935,0.312,2.628,2.816,4.274131762594491,4.002,4.743984189282132,4.727
UF,AL,2010,Masculino,De 20 a 24 anos,6.304,0.284,2.628,2.816,4.274131762594491,4.002,3.4849941291254805,3.401
UF,AL,2010,Masculino,De 25 a 49 anos,5.927,1.079,2.628,2.816,4.274131762594491,4.002,3.869745234062194,3.818
UF,AL,2010,Masculino,De 50 a 69 anos,4.25,0.31,2.628,2.816,4.274131762594491,4.002,3.207759443429521,3.191
UF,AL,2010,Masculino,De 70 ou mais,5.746,0.115,2.628,2.816,4.274131762594491,4.002,2.4194695598821765,2.462
UF,AL,2011,Feminino,De 0 a 14 anos,0.432,0.052,3.174,3.444,1.5752716524400605,1.508,0.3188254789757876,0.319
UF,AL,2011,Feminino,De 15 a 19 anos,1.25,0.055,3.174,3.444,1.5752716524400605,1.508,1.5602999457752649,1.559
UF,AL,2011,Feminino,De 20 a 24 anos,2.654,0.119,3.174,3.444,1.5752716524400605,1.508,6.247173462186948,6.141
UF,AL,2011,Feminino,De 25 a 49 anos,1.874,0.356,3.174,3.444,1.5752716524400605,1.508,4.74025734362373,4.658
UF,AL,2011,Feminino,De 50 a 69 anos,2.215,0.182,3.174,3.444,1.5752716524400605,1.508,4.58067288669058,4.535
UF,AL,2011,Feminino,De 70 ou mais,1.395,0.039,3.174,3.444,1.5752716524400605,1.508,3.9690023354611457,4.001
UF,AL,2011,Masculino,De 0 a 14 anos,0.21,0.026,3.174,3.444,5.382139041185357,4.948,0.3188254789757876,0.319
UF,AL,2011,Masculino,De 15 a 19 anos,1.866,0.084,3.174,3.444,5.382139041185357,4.948,1.5602999457752649,1.559
UF,AL,2011,Masculino,De 20 a 24 anos,9.834,0.443,3.174,3.444,5.382139041185357,4.948,6.247173462186948,6.141
UF,AL,2011,Masculino,De 25 a 49 anos,7.743,1.409,3.174,3.444,5.382139041185357,4.948,4.74025734362373,4.658
UF,AL,2011,Masculino,De 50 a 69 anos,7.244,0.529,3.174,3.444,5.382139041185357,4.948,4.58067288669058,4.535
UF,AL,2011,Masculino,De 70 ou mais,7.508,0.15,3.174,3.444,5.382139041185357,4.948,3.9690023354611457,4.001
UF,AL,2012,Feminino,De 0 a 14 anos,0.0,0.0,3.311,3.531,1.6820360219476027,1.618,0.4353650493453933,0.434
UF,AL,2012,Feminino,De 15 a 19 anos,2.47,0.109,3.311,3.531,1.6820360219476027,1.618,4.001854115426267,3.997
UF,AL,2012,Feminino,De 20 a 24 anos,2.663,0.12,3.311,3.531,1.6820360219476027,1.618,5.190732473190289,5.123
UF,AL,2012,Feminino,De 25 a 49 anos,2.013,0.382,3.311,3.531,1.6820360219476027,1.618,3.948908009903641,3.888
UF,AL,2012,Feminino,De 50 a 69 anos,3.01,0.247,3.311,3.531,1.6820360219476027,1.618,5.62263615284937,5.567
UF,AL,2012,Feminino,De 70 ou mais,0.0,0.0,3.311,3.531,1.6820360219476027,1.618,5.408226075030747,5.451
UF,AL,2012,Masculino,De 0 a 14 anos,0.854,0.108,3.311,3.531,5.445813376462002,5.12,0.4353650493453933,0.434
UF,AL,2012,Masculino,De 15 a 19 anos,5.511,0.248,3.311,3.531,5.445813376462002,5.12,4.001854115426267,3.997
UF,AL,2012,Masculino,De 20 a 24 anos,7.714,0.347,3.311,3.531,5.445813376462002,5.12,5.190732473190289,5.123
UF,AL,2012,Masculino,De 25 a 49 anos,5.977,1.088,3.311,3.531,5.445813376462002,5.12,3.948908009903641,3.888
UF,AL,2012,Masculino,De 50 a 69 anos,8.564,0.625,3.311,3.531,5.445813376462002,5.12,5.62263615284937,5.567
UF,AL,2012,Masculino,De 70 ou mais,12.844,0.257,3.311,3.531,5.445813376462002,5.12,5.408226075030747,5.451
