Tipo_Local,Local,Ano,Sexo,Faixa_Etaria,Taxa_Especifica,Taxa_Modificada,Taxa_Bruta,Taxa_Padronizada,Taxa_Padronizada_Por_Sexo,Taxa_Bruta_Por_Sexo,Taxa_Padronizada_Por_Faixa_Etaria,Taxa_Bruta_Por_Faixa_Etaria
Pais,Brasil,2000,Feminino,De 0 a 14 anos,0.162,0.02,3.887,4.284,1.6845772566188932,1.563,0.1599608194410052,0.16
Pais,Brasil,2000,Feminino,De 15 a 19 anos,2.02,0.089,3.887,4.284,1.6845772566188932,1.563,2.8990152684705146,2.897
Pais,Brasil,2000,Feminino,De 20 a 24 anos,1.995,0.09,3.887,4.284,1.6845772566188932,1.563,5.236362745763908,5.223
Pais,Brasil,2000,Feminino,De 25 a 49 anos,2.139,0.406,3.887,4.284,1.6845772566188932,1.563,5.836955461904734,5.831
Pais,Brasil,2000,Feminino,De 50 a 69 anos,2.332,0.191,3.887,4.284,1.6845772566188932,1.563,6.490861402114023,6.518
Pais,Brasil,2000,Feminino,De 70 ou mais,2.262,0.063,3.887,4.284,1.6845772566188932,1.563,7.043673568051165,7.16
Pais,Brasil,2000,Masculino,De 0 a 14 anos,0.158,0.02,3.887,4.284,6.982487784629043,6.287,0.1599608194410052,0.16
Pais,Brasil,2000,Masculino,De 15 a 19 anos,3.765,0.169,3.887,4.284,6.982487784629043,6.287,2.8990152684705146,2.897
Pais,Brasil,2000,Masculino,De 20 a 24 anos,8.472,0.381,3.887,4.284,6.982487784629043,6.287,5.236362745763908,5.223
Pais,Brasil,2000,Masculino,De 25 a 49 anos,9.711,1.767,3.887,4.284,6.982487784629043,6.287,5.836955461904734,5.831
Pais,Brasil,2000,Masculino,De 50 a 69 anos,11.173,0.816,3.887,4.284,6.982487784629043,6.287,6.490861402114023,6.518
Pais,Brasil,2000,Masculino,De 70 ou mais,13.618,0.272,3.887,4.284,6.982487784629043,6.287,7.043673568051165,7.16
Pais,Brasil,2001,Feminino,De 0 a 14 anos,0.206,0.025,4.37,4.748,1.846353023826923,1.736,0.2126273368167331,0.213
Pais,Brasil,2001,Feminino,De 15 a 19 anos,2.485,0.109,4.37,4.748,1.846353023826923,1.736,3.8667414793207,3.864
Pais,Brasil,2001,Feminino,De 20 a 24 anos,1.989,0.09,4.37,4.748,1.846353023826923,1.736,5.68076053350322,5.667
Pais,Brasil,2001,Feminino,De 25 a 49 anos,2.375,0.451,4.37,4.748,1.846353023826923,1.736,6.449002174222041,6.441
Pais,Brasil,2001,Feminino,De 50 a 69 anos,2.556,0.21,4.37,4.748,1.846353023826923,1.736,7.0766037862589934,7.104
Pais,Brasil,2001,Feminino,De 70 ou mais,2.037,0.057,4.37,4.748,1.846353023826923,1.736,7.15258226296703,7.249
Pais,Brasil,2001,Masculino,De 0 a 14 anos,0.219,0.028,4.37,4.748,7.757003530001717,7.092,0.2126273368167331,0.213
Pais,Brasil,2001,Masculino,De 15 a 19 anos,5.228,0.235,4.37,4.748,7.757003530001717,7.092,3.8667414793207,3.864
Pais,Brasil,2001,Masculino,De 20 a 24 anos,9.366,0.421,4.37,4.748,7.757003530001717,7.092,5.68076053350322,5.667
Pais,Brasil,2001,Masculino,De 25 a 49 anos,10.717,1.95,4.37,4.748,7.757003530001717,7.092,6.449002174222041,6.441
Pais,Brasil,2001,Masculino,De 50 a 69 anos,12.166,0.888,4.37,4.748,7.757003530001717,7.092,7.0766037862589934,7.104
Pais,Brasil,2001,Masculino,De 70 ou mais,14.186,0.284,4.37,4.748,7.757003530001717,7.092,7.15258226296703,7.249
Pais,Brasil,2002,Feminino,De 0 a 14 anos,0.216,0.026,4.309,4.631,1.9737719950028083,1.866,0.2144706145807539,0.215
Pais,Brasil,2002,Feminino,De 15 a 19 anos,2.276,0.1,4.309,4.631,1.9737719950028083,1.866,3.5464163364370416,3.545
Pais,Brasil,2002,Feminino,De 20 a 24 anos,2.396,0.108,4.309,4.631,1.9737719950028083,1.866,5.810015231063978,5.799
Pais,Brasil,2002,Feminino,De 25 a 49 anos,2.585,0.491,4.309,4.631,1.9737719950028083,1.866,6.4128625079779855,6.405
Pais,Brasil,2002,Feminino,De 50 a 69 anos,2.566,0.21,4.309,4.631,1.9737719950028083,1.866,6.533406070063304,6.555
Pais,Brasil,2002,Feminino,De 70 ou mais,2.536,0.071,4.309,4.631,1.9737719950028083,1.866,7.084400658866562,7.15
Pais,Brasil,2002,Masculino,De 0 a 14 anos,0.213,0.027,4.309,4.631,7.385563530021819,6.835,0.2144706145807539,0.215
Pais,Brasil,2002,Masculino,De 15 a 19 anos,4.798,0.216,4.309,4.631,7.385563530021819,6.835,3.5464163364370416,3.545
Pais,Brasil,2002,Masculino,De 20 a 24 anos,9.218,0.415,4.309,4.631,7.385563530021819,6.835,5.810015231063978,5.799
Pais,Brasil,2002,Masculino,De 25 a 49 anos,10.423,1.897,4.309,4.631,7.385563530021819,6.835,6.4128625079779855,6.405
Pais,Brasil,2002,Masculino,De 50 a 69 anos,11.0,0.803,4.309,4.631,7.385563530021819,6.835,6.533406070063304,6.555
Pais,Brasil,2002,Masculino,De 70 ou mais,13.338,0.267,4.309,4.631,7.385563530021819,6.835,7.084400658866562,7.15
Pais,Brasil,2003,Feminino,De 0 a 14 anos,0.178,0.022,4.326,4.605,1.8123767644426727,1.736,0.2045093472669326,0.205
Pais,Brasil,2003,Feminino,De 15 a 19 anos,2.353,0.104,4.326,4.605,1.8123767644426727,1.736,3.620897668046009,3.62
Pais,Brasil,2003,Feminino,De 20 a 24 anos,2.289,0.103,4.326,4.605,1.8123767644426727,1.736,5.841137219304033,5.831
Pais,Brasil,2003,Feminino,De 25 a 49 anos,2.409,0.458,4.326,4.605,1.8123767644426727,1.736,6.346746287551223,6.338
Pais,Brasil,2003,Feminino,De 50 a 69 anos,2.157,0.177,4.326,4.605,1.8123767644426727,1.736,6.682307848471541,6.703
Pais,Brasil,2003,Feminino,De 70 ou mais,2.204,0.062,4.326,4.605,1.8123767644426727,1.736,6.391964539260028,6.439
Pais,Brasil,2003,Masculino,De 0 a 14 anos,0.23,0.029,4.326,4.605,7.496512079138576,7.007,0.2045093472669326,0.205
Pais,Brasil,2003,Masculino,De 15 a 19 anos,4.87,0.219,4.326,4.605,7.496512079138576,7.007,3.620897668046009,3.62
Pais,Brasil,2003,Masculino,De 20 a 24 anos,9.387,0.422,4.326,4.605,7.496512079138576,7.007,5.841137219304033,5.831
Pais,Brasil,2003,Masculino,De 25 a 49 anos,10.472,1.906,4.326,4.605,7.496512079138576,7.007,6.346746287551223,6.338
Pais,Brasil,2003,Masculino,De 50 a 69 anos,11.777,0.86,4.326,4.605,7.496512079138576,7.007,6.682307848471541,6.703
Pais,Brasil,2003,Masculino,De 70 ou mais,12.15,0.243,4.326,4.605,7.496512079138576,7.007,6.391964539260028,6.439
Pais,Brasil,2004,Feminino,De 0 a 14 anos,0.247,0.03,4.368,4.604,1.9017469501872928,1.831,0.215902496475329,0.216
Pais,Brasil,2004,Feminino,De 15 a 19 anos,2.26,0.099,4.368,4.604,1.9017469501872928,1.831,3.553084351956339,3.553
Pais,Brasil,2004,Feminino,De 20 a 24 anos,2.282,0.103,4.368,4.604,1.9017469501872928,1.831,5.910704843219716,5.901
Pais,Brasil,2004,Feminino,De 25 a 49 anos,2.527,0.48,4.368,4.604,1.9017469501872928,1.831,6.301629921429172,6.294
Pais,Brasil,2004,Feminino,De 50 a 69 anos,2.345,0.192,4.368,4.604,1.9017469501872928,1.831,6.551372430460762,6.567
Pais,Brasil,2004,Feminino,De 70 ou mais,2.338,0.065,4.368,4.604,1.9017469501872928,1.831,7.150411695073684,7.194
Pais,Brasil,2004,Masculino,De 0 a 14 anos,0.186,0.023,4.368,4.604,7.4085163324743535,6.995,0.215902496475329,0.216
Pais,Brasil,2004,Masculino,De 15 a 19 anos,4.827,0.217,4.368,4.604,7.4085163324743535,6.995,3.553084351956339,3.553
Pais,Brasil,2004,Masculino,De 20 a 24 anos,9.533,0.429,4.368,4.604,7.4085163324743535,6.995,5.910704843219716,5.901
Pais,Brasil,2004,Masculino,De 25 a 49 anos,10.256,1.867,4.368,4.604,7.4085163324743535,6.995,6.301629921429172,6.294
Pais,Brasil,2004,Masculino,De 50 a 69 anos,11.287,0.824,4.368,4.604,7.4085163324743535,6.995,6.551372430460762,6.567
Pais,Brasil,2004,Masculino,De 70 ou mais,13.767,0.275,4.368,4.604,7.4085163324743535,6.995,7.150411695073684,7.194
Pais,Brasil,2005,Feminino,De 0 a 14 anos,0.217,0.026,4.602,4.82,1.9770121140000685,1.911,0.213431434021759,0.214
Pais,Brasil,2005,Feminino,De 15 a 19 anos,2.329,0.102,4.602,4.82,1.9770121140000685,1.911,3.494135997691863,3.494
Pais,Brasil,2005,Feminino,De 20 a 24 anos,2.238,0.101,4.602,4.82,1.9770121140000685,1.911,5.789636777317657,5.782
Pais,Brasil,2005,Feminino,De 25 a 49 anos,2.626,0.499,4.602,4.82,1.9770121140000685,1.911,6.616490501746379,6.609
Pais,Brasil,2005,Feminino,De 50 a 69 anos,2.711,0.222,4.602,4.82,1.9770121140000685,1.911,7.165746915283315,7.18
Pais,Brasil,2005,Feminino,De 70 ou mais,2.054,0.058,4.602,4.82,1.9770121140000685,1.911,7.56201972029564,7.604
Pais,Brasil,2005,Masculino,De 0 a 14 anos,0.21,0.026,4.602,4.82,7.7697196437462495,7.392,0.213431434021759,0.214
Pais,Brasil,2005,Masculino,De 15 a 19 anos,4.642,0.209,4.602,4.82,7.7697196437462495,7.392,3.494135997691863,3.494
Pais,Brasil,2005,Masculino,De 20 a 24 anos,9.335,0.42,4.602,4.82,7.7697196437462495,7.392,5.789636777317657,5.782
Pais,Brasil,2005,Masculino,De 25 a 49 anos,10.797,1.965,4.602,4.82,7.7697196437462495,7.392,6.616490501746379,6.609
Pais,Brasil,2005,Masculino,De 50 a 69 anos,12.181,0.889,4.602,4.82,7.7697196437462495,7.392,7.165746915283315,7.18
Pais,Brasil,2005,Masculino,De 70 ou mais,15.135,0.303,4.602,4.82,7.7697196437462495,7.392,7.56201972029564,7.604
Pais,Brasil,2006,Feminino,De 0 a 14 anos,0.248,0.03,4.596,4.763,1.9334716985390663,1.882,0.2495293854192461,0.249
Pais,Brasil,2006,Feminino,De 15 a 19 anos,2.194,0.097,4.596,4.763,1.9334716985390663,1.882,3.5722153435732538,3.573
Pais,Brasil,2006,Feminino,De 20 a 24 anos,2.171,0.098,4.596,4.763,1.9334716985390663,1.882,5.880276003026415,5.874
Pais,Brasil,2006,Feminino,De 25 a 49 anos,2.565,0.487,4.596,4.763,1.9334716985390663,1.882,6.577467257661027,6.572
Pais,Brasil,2006,Feminino,De 50 a 69 anos,2.743,0.225,4.596,4.763,1.9334716985390663,1.882,7.046276112039258,7.057
Pais,Brasil,2006,Feminino,De 70 ou mais,1.765,0.049,4.596,4.763,1.9334716985390663,1.882,6.545831427584794,6.578
Pais,Brasil,2006,Masculino,De 0 a 14 anos,0.251,0.032,4.596,4.763,7.696859151526467,7.412,0.2495293854192461,0.249
Pais,Brasil,2006,Masculino,De 15 a 19 anos,4.93,0.222,4.596,4.763,7.696859151526467,7.412,3.5722153435732538,3.573
Pais,Brasil,2006,Masculino,De 20 a 24 anos,9.583,0.431,4.596,4.763,7.696859151526467,7.412,5.880276003026415,5.874
Pais,Brasil,2006,Masculino,De 25 a 49 anos,10.781,1.962,4.596,4.763,7.696859151526467,7.412,6.577467257661027,6.572
Pais,Brasil,2006,Masculino,De 50 a 69 anos,11.891,0.868,4.596,4.763,7.696859151526467,7.412,7.046276112039258,7.057
Pais,Brasil,2006,Masculino,De 70 ou mais,13.119,0.262,4.596,4.763,7.696859151526467,7.412,6.545831427584794,6.578
Pais,Brasil,2007,Feminino,De 0 a 14 anos,0.209,0.025,4.669,4.797,1.979589152661992,1.939,0.2375485278259274,0.238
Pais,Brasil,2007,Feminino,De 15 a 19 anos,2.067,0.091,4.669,4.797,1.979589152661992,1.939,3.4270809311578168,3.427
Pais,Brasil,2007,Feminino,De 20 a 24 anos,2.238,0.101,4.669,4.797,1.979589152661992,1.939,5.859198213424062,5.855
Pais,Brasil,2007,Feminino,De 25 a 49 anos,2.76,0.524,4.669,4.797,1.979589152661992,1.939,6.667467201624376,6.663
Pais,Brasil,2007,Feminino,De 50 a 69 anos,2.623,0.215,4.669,4.797,1.979589152661992,1.939,6.9643790159609,6.972
Pais,Brasil,2007,Feminino,De 70 ou mais,1.891,0.053,4.669,4.797,1.979589152661992,1.939,7.203643132097706,7.239
Pais,Brasil,2007,Masculino,De 0 a 14 anos,0.265,0.033,4.669,4.797,7.7198054161019805,7.501,0.2375485278259274,0.238
Pais,Brasil,2007,Masculino,De 15 a 19 anos,4.767,0.215,4.669,4.797,7.7198054161019805,7.501,3.4270809311578168,3.427
Pais,Brasil,2007,Masculino,De 20 a 24 anos,9.474,0.426,4.669,4.797,7.7198054161019805,7.501,5.859198213424062,5.855
Pais,Brasil,2007,Masculino,De 25 a 49 anos,10.761,1.959,4.669,4.797,7.7198054161019805,7.501,6.667467201624376,6.663
Pais,Brasil,2007,Masculino,De 50 a 69 anos,11.852,0.865,4.669,4.797,7.7198054161019805,7.501,6.9643790159609,6.972
Pais,Brasil,2007,Masculino,De 70 ou mais,14.508,0.29,4.669,4.797,7.7198054161019805,7.501,7.203643132097706,7.239
Pais,Brasil,2008,Feminino,De 0 a 14 anos,0.203,0.025,4.853,4.939,2.0277363083728464,1.998,0.2096273368167331,0.209
Pais,Brasil,2008,Feminino,De 15 a 19 anos,2.328,0.102,4.853,4.939,2.0277363083728464,1.998,3.647278503223082,3.647
Pais,Brasil,2008,Feminino,De 20 a 24 anos,2.182,0.098,4.853,4.939,2.0277363083728464,1.998,6.454773679686932,6.453
Pais,Brasil,2008,Feminino,De 25 a 49 anos,2.645,0.503,4.853,4.939,2.0277363083728464,1.998,6.815211527892832,6.812
Pais,Brasil,2008,Feminino,De 50 a 69 anos,3.061,0.251,4.853,4.939,2.0277363083728464,1.998,7.132836251181878,7.138
Pais,Brasil,2008,Feminino,De 70 ou mais,1.975,0.055,4.853,4.939,2.0277363083728464,1.998,7.0968983164648085,7.123
Pais,Brasil,2008,Masculino,De 0 a 14 anos,0.216,0.027,4.853,4.939,7.9592676915002,7.817,0.2096273368167331,0.209
Pais,Brasil,2008,Masculino,De 15 a 19 anos,4.947,0.223,4.853,4.939,7.9592676915002,7.817,3.647278503223082,3.647
Pais,Brasil,2008,Masculino,De 20 a 24 anos,10.72,0.482,4.853,4.939,7.9592676915002,7.817,6.454773679686932,6.453
Pais,Brasil,2008,Masculino,De 25 a 49 anos,11.184,2.035,4.853,4.939,7.9592676915002,7.817,6.815211527892832,6.812
Pais,Brasil,2008,Masculino,De 50 a 69 anos,11.717,0.855,4.853,4.939,7.9592676915002,7.817,7.132836251181878,7.138
Pais,Brasil,2008,Masculino,De 70 ou mais,14.139,0.283,4.853,4.939,7.9592676915002,7.817,7.0968983164648085,7.123
Pais,Brasil,2009,Feminino,De 0 a 14 anos,0.218,0.026,4.832,4.878,1.9155226576131272,1.901,0.2343134444719585,0.234
Pais,Brasil,2009,Feminino,De 15 a 19 anos,1.602,0.07,4.832,4.878,1.9155226576131272,1.901,3.28749288727928,3.287
Pais,Brasil,2009,Feminino,De 20 a 24 anos,2.335,0.105,4.832,4.878,1.9155226576131272,1.901,5.929674788146079,5.93
Pais,Brasil,2009,Feminino,De 25 a 49 anos,2.594,0.493,4.832,4.878,1.9155226576131272,1.901,6.980560480563699,6.978
Pais,Brasil,2009,Feminino,De 50 a 69 anos,2.781,0.228,4.832,4.878,1.9155226576131272,1.901,6.9036401230774,6.906
Pais,Brasil,2009,Feminino,De 70 ou mais,1.925,0.054,4.832,4.878,1.9155226576131272,1.901,6.786255842123169,6.798
Pais,Brasil,2009,Masculino,De 0 a 14 anos,0.25,0.032,4.832,4.878,7.950248270345018,7.878,0.2343134444719585,0.234
Pais,Brasil,2009,Masculino,De 15 a 19 anos,4.948,0.223,4.832,4.878,7.950248270345018,7.878,3.28749288727928,3.287
Pais,Brasil,2009,Masculino,De 20 a 24 anos,9.518,0.428,4.832,4.878,7.950248270345018,7.878,5.929674788146079,5.93
Pais,Brasil,2009,Masculino,De 25 a 49 anos,11.576,2.107,4.832,4.878,7.950248270345018,7.878,6.980560480563699,6.978
Pais,Brasil,2009,Masculino,De 50 a 69 anos,11.545,0.843,4.832,4.878,7.950248270345018,7.878,6.9036401230774,6.906
Pais,Brasil,2009,Masculino,De 70 ou mais,13.47,0.269,4.832,4.878,7.950248270345018,7.878,6.786255842123169,6.798
Pais,Brasil,2010,Feminino,De 0 a 14 anos,0.203,0.025,4.82,4.827,2.075859219600945,2.076,0.2157448784937176,0.216
Pais,Brasil,2010,Feminino,De 15 a 19 anos,1.989,0.088,4.82,4.827,2.075859219600945,2.076,3.519342914391647,3.519
Pais,Brasil,2010,Feminino,De 20 a 24 anos,2.256,0.102,4.82,4.827,2.075859219600945,2.076,5.996303406181791,5.997
Pais,Brasil,2010,Feminino,De 25 a 49 anos,2.851,0.542,4.82,4.827,2.075859219600945,2.076,6.863955630014686,6.864
Pais,Brasil,2010,Feminino,De 50 a 69 anos,2.854,0.234,4.82,4.827,2.075859219600945,2.076,6.463897341909627,6.464
Pais,Brasil,2010,Feminino,De 70 ou mais,2.472,0.069,4.82,4.827,2.075859219600945,2.076,7.549685941980362,7.549
Pais,Brasil,2010,Masculino,De 0 a 14 anos,0.228,0.029,4.82,4.827,7.6754647140123,7.675,0.2157448784937176,0.216
Pais,Brasil,2010,Masculino,De 15 a 19 anos,5.027,0.226,4.82,4.827,7.6754647140123,7.675,3.519342914391647,3.519
Pais,Brasil,2010,Masculino,De 20 a 24 anos,9.73,0.438,4.82,4.827,7.6754647140123,7.675,5.996303406181791,5.997
Pais,Brasil,2010,Masculino,De 25 a 49 anos,11.068,2.014,4.82,4.827,7.6754647140123,7.675,6.863955630014686,6.864
Pais,Brasil,2010,Masculino,De 50 a 69 anos,10.528,0.769,4.82,4.827,7.6754647140123,7.675,6.463897341909627,6.464
Pais,Brasil,2010,Masculino,De 70 ou mais,14.531,0.291,4.82,4.827,7.6754647140123,7.675,7.549685941980362,7.549
Pais,Brasil,2011,Feminino,De 0 a 14 anos,0.202,0.024,4.978,4.945,2.0583528744871544,2.072,0.2315681181054248,0.232
Pais,Brasil,2011,Feminino,De 15 a 19 anos,2.341,0.103,4.978,4.945,2.0583528744871544,2.072,3.641640357129438,3.643
Pais,Brasil,2011,Feminino,De 20 a 24 anos,2.452,0.11,4.978,4.945,2.0583528744871544,2.072,6.429512907724494,6.432
Pais,Brasil,2011,Feminino,De 25 a 49 anos,2.679,0.509,4.978,4.945,2.0583528744871544,2.072,6.897072018551398,6.899
Pais,Brasil,2011,Feminino,De 50 a 69 anos,2.92,0.239,4.978,4.945,2.0583528744871544,2.072,6.854477634575465,6.851
Pais,Brasil,2011,Feminino,De 70 ou mais,2.268,0.064,4.978,4.945,2.0583528744871544,2.072,7.403372563926736,7.397
Pais,Brasil,2011,Masculino,De 0 a 14 anos,0.26,0.033,4.978,4.945,7.93713350293909,8.002,0.2315681181054248,0.232
Pais,Brasil,2011,Masculino,De 15 a 19 anos,4.923,0.222,4.978,4.945,7.93713350293909,8.002,3.641640357129438,3.643
Pais,Brasil,2011,Masculino,De 20 a 24 anos,10.4,0.468,4.978,4.945,7.93713350293909,8.002,6.429512907724494,6.432
Pais,Brasil,2011,Masculino,De 25 a 49 anos,11.316,2.06,4.978,4.945,7.93713350293909,8.002,6.897072018551398,6.899
Pais,Brasil,2011,Masculino,De 50 a 69 anos,11.284,0.824,4.978,4.945,7.93713350293909,8.002,6.854477634575465,6.851
Pais,Brasil,2011,Masculino,De 70 ou mais,14.464,0.289,4.978,4.945,7.93713350293909,8.002,7.403372563926736,7.397
Pais,Brasil,2012,Feminino,De 0 a 14 anos,0.179,0.022,5.172,5.096,2.187244980383571,2.22,0.2559790661020543,0.256
Pais,Brasil,2012,Feminino,De 15 a 19 anos,2.299,0.101,5.172,5.096,2.187244980383571,2.22,3.882738684281546,3.887
Pais,Brasil,2012,Feminino,De 20 a 24 anos,2.143,0.096,5.172,5.096,2.187244980383571,2.22,5.899817991732231,5.903
Pais,Brasil,2012,Feminino,De 25 a 49 anos,2.973,0.565,5.172,5.096,2.187244980383571,2.22,7.152490602612351,7.156
Pais,Brasil,2012,Feminino,De 50 a 69 anos,3.224,0.264,5.172,5.096,2.187244980383571,2.22,7.299129094730661,7.292
Pais,Brasil,2012,Feminino,De 70 ou mais,2.386,0.067,5.172,5.096,2.187244980383571,2.22,7.559689955146589,7.548
Pais,Brasil,2012,Masculino,De 0 a 14 anos,0.33,0.042,5.172,5.096,8.111623598849114,8.247,0.2559790661020543,0.256
Pais,Brasil,2012,Masculino,De 15 a 19 anos,5.443,0.245,5.172,5.096,8.111623598849114,8.247,3.882738684281546,3.887
Pais,Brasil,2012,Masculino,De 20 a 24 anos,9.65,0.434,5.172,5.096,8.111623598849114,8.247,5.899817991732231,5.903
Pais,Brasil,2012,Masculino,De 25 a 49 anos,11.531,2.099,5.172,5.096,8.111623598849114,8.247,7.152490602612351,7.156
Pais,Brasil,2012,Masculino,De 50 a 69 anos,11.887,0.868,5.172,5.096,8.111623598849114,8.247,7.299129094730661,7.292
Pais,Brasil,2012,Masculino,De 70 ou mais,14.673,0.293,5.172,5.096,8.111623598849114,8.247,7.559689955146589,7.548
Pais,Brasil,2013,Feminino,De 0 a 14 anos,0.221,0.027,5.228,5.114,2.119037581185198,2.167,0.2638227917388911,0.264
Pais,Brasil,2013,Feminino,De 15 a 19 anos,2.105,0.093,5.228,5.114,2.119037581185198,2.167,3.8081235660165103,3.815
Pais,Brasil,2013,Feminino,De 20 a 24 anos,2.109,0.095,5.228,5.114,2.119037581185198,2.167,5.874825947487018,5.88
Pais,Brasil,2013,Feminino,De 25 a 49 anos,2.796,0.531,5.228,5.114,2.119037581185198,2.167,7.249955865368618,7.257
Pais,Brasil,2013,Feminino,De 50 a 69 anos,3.201,0.262,5.228,5.114,2.119037581185198,2.167,7.198041662002359,7.188
Pais,Brasil,2013,Feminino,De 70 ou mais,2.593,0.073,5.228,5.114,2.119037581185198,2.167,7.635316042392806,7.619
Pais,Brasil,2013,Masculino,De 0 a 14 anos,0.305,0.038,5.228,5.114,8.218029624072752,8.419,0.2638227917388911,0.264
Pais,Brasil,2013,Masculino,De 15 a 19 anos,5.486,0.247,5.228,5.114,8.218029624072752,8.419,3.8081235660165103,3.815
Pais,Brasil,2013,Masculino,De 20 a 24 anos,9.634,0.434,5.228,5.114,8.218029624072752,8.419,5.874825947487018,5.88
Pais,Brasil,2013,Masculino,De 25 a 49 anos,11.916,2.169,5.228,5.114,8.218029624072752,8.419,7.249955865368618,7.257
Pais,Brasil,2013,Masculino,De 50 a 69 anos,11.698,0.854,5.228,5.114,8.218029624072752,8.419,7.198041662002359,7.188
Pais,Brasil,2013,Masculino,De 70 ou mais,14.568,0.291,5.228,5.114,8.218029624072752,8.419,7.635316042392806,7.619
Pais,Brasil,2014,Feminino,De 0 a 14 anos,0.277,0.034,5.244,5.098,2.10766277694648,2.164,0.3193129965991425,0.319
Pais,Brasil,2014,Feminino,De 15 a 19 anos,2.222,0.098,5.244,5.098,2.10766277694648,2.164,3.8470448458944873,3.857
Pais,Brasil,2014,Feminino,De 20 a 24 anos,2.107,0.095,5.244,5.098,2.10766277694648,2.164,6.154074343830899,6.161
Pais,Brasil,2014,Feminino,De 25 a 49 anos,2.836,0.539,5.244,5.098,2.10766277694648,2.164,7.166886032246591,7.176
Pais,Brasil,2014,Feminino,De 50 a 69 anos,3.016,0.247,5.244,5.098,2.10766277694648,2.164,7.1532227159363,7.14
Pais,Brasil,2014,Feminino,De 70 ou mais,2.231,0.062,5.244,5.098,2.10766277694648,2.164,7.236261861872508,7.217
Pais,Brasil,2014,Masculino,De 0 a 14 anos,0.36,0.045,5.244,5.098,8.199559747112831,8.457,0.3193129965991425,0.319
Pais,Brasil,2014,Masculino,De 15 a 19 anos,5.448,0.245,5.244,5.098,8.199559747112831,8.457,3.8470448458944873,3.857
Pais,Brasil,2014,Masculino,De 20 a 24 anos,10.194,0.459,5.244,5.098,8.199559747112831,8.457,6.154074343830899,6.161
Pais,Brasil,2014,Masculino,De 25 a 49 anos,11.704,2.13,5.244,5.098,8.199559747112831,8.457,7.166886032246591,7.176
Pais,Brasil,2014,Masculino,De 50 a 69 anos,11.811,0.862,5.244,5.098,8.199559747112831,8.457,7.1532227159363,7.14
Pais,Brasil,2014,Masculino,De 70 ou mais,14.118,0.282,5.244,5.098,8.199559747112831,8.457,7.236261861872508,7.217
Pais,Brasil,2015,Feminino,De 0 a 14 anos,0.252,0.03,5.463,5.267,2.227821521779587,2.302,0.2973717674376347,0.298
Pais,Brasil,2015,Feminino,De 15 a 19 anos,2.413,0.106,5.463,5.267,2.227821521779587,2.302,4.146851320387112,4.159
Pais,Brasil,2015,Feminino,De 20 a 24 anos,2.241,0.101,5.463,5.267,2.227821521779587,2.302,6.1889868305282505,6.199
Pais,Brasil,2015,Feminino,De 25 a 49 anos,2.942,0.559,5.463,5.267,2.227821521779587,2.302,7.181072029758728,7.192
Pais,Brasil,2015,Feminino,De 50 a 69 anos,3.358,0.275,5.463,5.267,2.227821521779587,2.302,7.789697010441828,7.774
Pais,Brasil,2015,Feminino,De 70 ou mais,2.292,0.064,5.463,5.267,2.227821521779587,2.302,8.096453164458023,8.07
Pais,Brasil,2015,Masculino,De 0 a 14 anos,0.341,0.043,5.463,5.267,8.420064343332909,8.761,0.2973717674376347,0.298
Pais,Brasil,2015,Masculino,De 15 a 19 anos,5.855,0.263,5.463,5.267,8.420064343332909,8.761,4.146851320387112,4.159
Pais,Brasil,2015,Masculino,De 20 a 24 anos,10.13,0.456,5.463,5.267,8.420064343332909,8.761,6.1889868305282505,6.199
Pais,Brasil,2015,Masculino,De 25 a 49 anos,11.622,2.115,5.463,5.267,8.420064343332909,8.761,7.181072029758728,7.192
Pais,Brasil,2015,Masculino,De 50 a 69 anos,12.779,0.933,5.463,5.267,8.420064343332909,8.761,7.789697010441828,7.774
Pais,Brasil,2015,Masculino,De 70 ou mais,16.077,0.322,5.463,5.267,8.420064343332909,8.761,8.096453164458023,8.07
Pais,Brasil,2016,Feminino,De 0 a 14 anos,0.318,0.038,5.544,5.312,2.189268121446589,2.265,0.3312546736334663,0.331
Pais,Brasil,2016,Feminino,De 15 a 19 anos,2.31,0.102,5.544,5.312,2.189268121446589,2.265,4.371781944899608,4.389
Pais,Brasil,2016,Feminino,De 20 a 24 anos,2.335,0.105,5.544,5.312,2.189268121446589,2.265,6.066295450427004,6.08
Pais,Brasil,2016,Feminino,De 25 a 49 anos,2.948,0.56,5.544,5.312,2.189268121446589,2.265,7.2383511268929075,7.251
Pais,Brasil,2016,Feminino,De 50 a 69 anos,3.075,0.252,5.544,5.312,2.189268121446589,2.265,7.925358547358634,7.907
Pais,Brasil,2016,Feminino,De 70 ou mais,2.102,0.059,5.544,5.312,2.189268121446589,2.265,7.795290622897129,7.766
Pais,Brasil,2016,Masculino,De 0 a 14 anos,0.344,0.043,5.544,5.312,8.552170107549875,8.966,0.3312546736334663,0.331
Pais,Brasil,2016,Masculino,De 15 a 19 anos,6.403,0.288,5.544,5.312,8.552170107549875,8.966,4.371781944899608,4.389
Pais,Brasil,2016,Masculino,De 20 a 24 anos,9.791,0.441,5.544,5.312,8.552170107549875,8.966,6.066295450427004,6.08
Pais,Brasil,2016,Masculino,De 25 a 49 anos,11.733,2.135,5.544,5.312,8.552170107549875,8.966,7.2383511268929075,7.251
